uuid,title,description,url,published_at,source,symbols,sentiment_score,keywords,api_source,search_strategy
e600ec7e-11b6-45eb-b739-7a7eec10ae82,Big Tech vs. News Publishers: India to Discuss Revenue Sharing,Govt calls inter-ministerial meeting to discuss policy interventions for fair revenue sharing between Big Tech platforms and news publishers,https://www.medianama.com/2024/06/223-govt-revenue-sharing-between-tech-giants-news-publishers/,2024-06-12T10:08:16.000000Z,medianama.com,INDIAN_MARKET_GENERAL,,,marketaux,indian_it_companies
40f49456-7431-464a-900f-55088d3b48f9,"Roadzen inks deal to insure 300,000 Indian vehicles yearly By Investing.com","Roadzen inks deal to insure 300,000 Indian vehicles yearly",https://www.investing.com/news/company-news/roadzen-inks-deal-to-insure-300000-indian-vehicles-yearly-93CH-3481769,2024-06-12T16:48:35.000000Z,investing.com,INDIAN_MARKET_GENERAL,,,marketaux,indian_it_companies
7266d7b2-2465-4c45-b33b-69c9a47d8636,Indian Tech Titans: A Journey of Innovation and Impact,"In the heart of India, amidst bustling cities and sweeping landscapes, a group of visionary leaders embarked on journeys that would redefine the nation’s technological landscape. These are their…",https://medium.com/@meetmendapara09/indian-tech-titans-a-journey-of-innovation-and-impact-86c23f3ba26c,2024-06-07T09:32:51.000000Z,medium.com,HINDUNILVR.NS|ITC.NS|SUNPHARMA-BL.NS|HINDUNILVR.BO|ITC.BO,0.5574,,marketaux,indian_pharmaceutical
c89b9a36-2dd6-4ccf-a408-f9b3e6094423,"Kotak Alt invests ₹1,445 cr to fund Matrix Pharma’s buyout of Viatris' API biz",The acquisition is expected to make Matrix Pharma the second largest Indian player in antiretroviral API space. It will also gain access to Viatris’ network of 185 scientists and a repository of more than 600 drug master files (DMF).,https://www.livemint.com/companies/news/kotak-alt-invests-1-445-cr-to-fund-matrix-pharma-s-buyout-of-viatris-api-biz-11718113945537.html,2024-06-11T14:49:22.000000Z,livemint.com,INDIAN_MARKET_GENERAL,,"matrix pharma, kotak alt, viatris, API, Srini Sriniwasan, managing director, Kotak Alternate Asset Managers, Mylan NV, Pfizer’",marketaux,indian_pharmaceutical
2d3f47b6-94f7-4643-8e00-411818fa8100,"Pricing challenge in US biz, rich valuations may weigh on pharma stocks","The tailwind of low price erosion in the US generics market, seen by domestic pharmaceutical companies in calendar year 2023 (CY23), may be reversing slowly, caution analysts.

According to the latest data from US-based Centers for Medicare and Medicaid Services (CMMS), price erosion in calendar year 2024 (CY24) on a year-to-date (YTD) basis stood at a high of 15 per cent in the oral solid dosage (OSD) segment compared to a low of 1 per cent in CY23.

This erosion, according to a report by Antique Stock Broking, was the highest in the last three years.",https://www.rediff.com/business/report/pricing-challenge-in-us-biz-rich-valuations-may-weigh-on-pharma-stocks/20240611.htm,2024-06-11T07:57:27.000000Z,rediff.com,INDIAN_MARKET_GENERAL,,"Business news, business news India, India business news, Indian economy news, Indian financial news",marketaux,indian_pharmaceutical
65dd0f6a-4dbb-477c-a119-3d63a2f3e136,Hyundai Motor gearing up to drive into Indian capital market,"Hyundai Motor's Indian unit is set to file for an IPO in the next two weeks, which could be the first by an automaker in India in over two decades. The company aims to tap into the strong Indian equities market, with a potential IPO launch in September or October. Hyundai has hired several investment banks to manage the IPO and is targeting a valuation of $22-28 billion. The IPO could lead to a rerating of the Indian automobile sector and benefit Hyundai's closest rival, Maruti Suzuki.",https://economictimes.indiatimes.com/industry/auto/auto-news/hyundai-motor-gearing-up-to-drive-into-indian-capital-market/articleshow/110883134.cms,2024-06-10T18:34:24.000000Z,economictimes.indiatimes.com,INDIAN_MARKET_GENERAL,,"maruti suzuki, Hyundai Motor, Indian Capital Market, IPO, Sebi, DRHP, investment banker, Maruti Suzuki, equities market, SUVs, Citibank, kotak mahindra",marketaux,indian_automobile
175a826a-60cd-45fd-89b2-a7cd2c7707b5,Hyundai Motor puts IPO plans for Indian stock market listing in gear; details here,"India Business News: Hyundai Motor's Indian subsidiary is gearing up to file a draft red herring prospectus (DRHP) with Sebi, initiating their IPO journey. The IPO aims to",https://timesofindia.indiatimes.com/business/india-business/hyundai-motor-puts-ipo-plans-for-indian-stock-market-listing-in-gear-details-here/articleshow/110888796.cms,2024-06-11T05:03:50.000000Z,timesofindia.indiatimes.com,INDIAN_MARKET_GENERAL,,"Business news, Sebi, Maruti Suzuki, IPO, Hyundai Motor IPO, Hyundai Motor, DRHP",marketaux,indian_automobile
203a892a-60ca-4fae-a13c-72075ffeb690,"Nifty 50 could scale new peak this week, believes Rajesh Palviya","There was uncertainty when the counting was happening. So, most of the bags moved to the defensive sector and in the defensive sector FMCG, pharma, these two pockets were majorly focused by the market participants.",https://economictimes.indiatimes.com/markets/expert-view/nifty-50-could-scale-new-peak-this-week-believes-rajesh-palviya/articleshow/110819844.cms,2024-06-08T11:00:48.000000Z,economictimes.indiatimes.com,INDIAN_MARKET_GENERAL,,"Nifty 50, Rajesh Palviya, all-time high, Bank Nifty, volatility, FMCG sector, private banks, FIIs, market volatility, two-wheeler automobile, volatility, nifty 50, bank nifty levels, market recovery, india vix, technical analysis, fmcg outlook, rural demand recovery, two-wheeler automobile stocks, fiis short positions, Dabur, Axis Securities, Marico, Britannia, HUL",marketaux,indian_automobile
ce4517a4-0c34-4306-85b4-149c413f2d67,"Day trading guide for 11 June 2024: Intraday supports, resistances for Nifty50 stocks","Day trading guide & stocks 11 June 2024: Intraday supports, resistances for Nifty50 stocks",https://www.thehindubusinessline.com/portfolio/day-trading-guide/day-trading-guide-11-june-2024/article68273562.ece,2024-06-11T00:33:00.000000Z,thehindubusinessline.com,INDIAN_MARKET_GENERAL,,"stock market today, day trading guide, nifty updates, reliance industries share price, ongc share price, hdfc bank share price, itc share price, tcs share price, infosys share price",marketaux,reliance_industries
75c3183a-2169-4620-becb-5f081b617115,"Day trading guide for 12 June 2024: Intraday supports, resistances for Nifty50 stocks","Day trading guide & stocks 12 June 2024: Intraday supports, resistances for Nifty50 stocks",https://www.thehindubusinessline.com/portfolio/day-trading-guide/day-trading-guide-12-june-2024/article68277005.ece,2024-06-12T00:33:00.000000Z,thehindubusinessline.com,INDIAN_MARKET_GENERAL,,"stock market, day trading guide, reliance industries share price, hdfc bank share price, nifty updates, itc share price, ongc share price, infosys share price, tcs share price",marketaux,reliance_industries
6cb54e6f-0e8e-4678-ad9a-d6381073d18d,"Day trading guide for June 07, 2024: Intraday supports, resistances for Nifty50 stocks","Day trading guide & stocks, 07 June 2024: Get intraday trading guide with key supports/resistances for Nifty Futures & top stocks, along with trade recommendations & risk warning.",https://www.thehindubusinessline.com/portfolio/day-trading-guide/day-trading-guide-07-june-2024/article68258794.ece,2024-06-07T00:45:00.000000Z,thehindubusinessline.com,INDIAN_MARKET_GENERAL,,"Day trading guide, Nifty50, Intraday supports, resistances, Reliance Industries, Infosys, HDFC Bank, TCS, SBI",marketaux,reliance_industries
83a16d8f-8cb7-429a-8c75-24a842812541,TCS Launches Aggregation Platform To Ease GenAI Adoption,This tool will help aggregate GenAI services and LLM models into a single interface and enable businesses to adopt next gen technologies,https://inc42.com/buzz/tcs-launches-aggregation-platform-to-ease-genai-adoption-for-businesses/,2024-06-07T09:38:54.000000Z,inc42.com,WIPRO.NS|WIPRO.BO,0.7351,,marketaux,tata_group_companies
09ab507e-d7ac-4c62-b9c3-94c4b7925b4b,IPO gold rush for investors; second-hand EV sales sputter,Happy Monday! Investors in new-age startups are set for huge gains as these firms list on the public markets. This and more in todays ETtech Morning Dispatch.,https://economictimes.indiatimes.com/tech/newsletters/morning-dispatch/ipo-gold-rush-for-investors-second-hand-ev-sales-sputter/articleshow/110853688.cms,2024-06-10T01:15:00.000000Z,economictimes.indiatimes.com,FINOPB.NS|FINOPB.BO,0.6511,"Zomato, venture-backed, TVS Capital, public market, Peak XV, Peak XV, new-age firms, new-age firms, ixigo, IT companies, IPOs, IPOs, investors, investors, Honasa Consumer, Hocco, Go Digit, Fino, EV, Elevation Capital, ChrysCapital, Awfis, A91 Partners, A91 Partners",marketaux,tata_group_companies
86b377f6-5202-4fcd-a6d7-4abdee9e4bab,Up to 7.75% FD interest rate: HDFC Bank hikes fixed deposit rates by up to 20 bps,"Latest HDFC Bank FD rates: After the State Bank of India (SBI), HDFC Bank has revised fixed deposit tenures and interest rates for deposits below Rs 2 crore. The new rates are effective June 10, 2024.",https://economictimes.indiatimes.com/wealth/invest/hdfc-bank-hikes-fd-interest-rate-by-up-to-20-bps-on-this-tenure-interest-rates-check-details/articleshow/110863835.cms,2024-06-10T05:56:29.000000Z,economictimes.indiatimes.com,SBIN.NS|CANBK.NS|SBIN.BO,0.2294,"hdfc bank, HDFC Bank, FD interest rate, fixed deposit, tenure, interest rates, revised, senior citizen, rates, maturing, hiked, FD interest rate, HDFC Bank, Latest HDFC Bank FD interest rates, HDFC Bank senior citizen FD rates, senior citizen FD rates, FD rates, State Bank of India (SBI)",marketaux,hdfc_icici_banking
43e74b3d-9513-407b-ae21-840c5565866e,Indices: Stock market update: Nifty Bank index falls 0.15%,The Nifty Bank index closed 0.15 per cent  down  at 49705.75.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-bank-index-falls-0-15/articleshow/110905086.cms,2024-06-11T11:20:59.000000Z,economictimes.indiatimes.com,AXISBANK.NS|AUBANK.NS|SBIN.NS|ICICIBANK.NS|INDUSINDBK.NS|HDFCBANK.NS|YESBANK.NS|KOTAKBANK.NS|PNB.NS|BANKBARODA.NS|BANKINDIA.NS|PANACHE.NS|IDEA.NS|KAYA.NS|SANGINITA.NS|RPOWER.NS|NTL.NS|AXISBANK-BL.NS|AXISBANK.BO|AUBANK.BO|SBIN.BO|YESBANK.BO|HDFCBANK.BO|ICICIBANK.BO|KOTAKBANK.BO|INDUSINDBK.BO|PNB.BO|ESSARSHPNG.BO|KAYA.BO|RPOWER.BO|IDEA.BO|NTL.BO|BANKINDIA.BO,0.6124,"Indices, Indices stocks, Indices news, Indices updates, stock market indices, Global market indices, nifty indices",marketaux,hdfc_icici_banking
cc6a6fda-2630-405e-a798-3c82f2b8b03c,"Zomato, Tata Motors, PFC, Star Health, Kotak Bank: Stocks that top private life insurers bought & sold in May",,https://www.businesstoday.in/markets/story/zomato-tata-motors-pfc-star-health-kotak-bank-stocks-that-top-private-life-insurers-bought-sold-in-may-432903-2024-06-11,2024-06-11T10:31:03.000000Z,businesstoday.in,CANBK.NS|TATAMTRDVR-BL.NS|AUROPHARMA.BO|BOSCHLTD.BO|KOTAKBANK.BO|TATAMTRDVR.BO|HEROMOTOCO.BO|JUBLFOOD.BO|TATAMOTORS.BO|SIEMENS.BO|MARUTI.BO|POLYCAB.BO|FINCABLES.BO|SKFINDIA.BO|ZENTEC.BO|BAYERCROP.BO|TIMKEN.BO|ABBOTINDIA.BO|ZOMATO.BO,0.2023,"Zomato shares, Tata Motors shares, PFC shares, Star Health shares, Kotak Bank shares",marketaux,hdfc_icici_banking
3742680c-7055-491d-b2e4-43dc6b3dd80d,"TCS, Infosys witness dip in younger employees","Mint's analysis shows the share of young workers in TCS's workforce has fallen from 59% in FY22 to 50.3% in FY24. For Infosys, that's a drop from 60% to 55% over the same period. Analysts attribute this to low growth of the IT services companies, and not to generative AI taking away jobs.",https://www.livemint.com/companies/news/tcs-infosys-witness-dip-in-younger-employees-11718006099278.html,2024-06-11T00:30:04.000000Z,livemint.com,HCLTECH-BL.NS,0.6124,"IT, information technology, TCS, Infosys, employee, young, freshers it jobs, graduates, younger employees, younger employees jobs",marketaux,infosys_wipro_it
8169796e-4f77-47d8-993a-d26c1826dc29,Onboarding delays by IT cos put freshers in limbo,"India Business News: BENGALURU: Some Indian IT firms have not only deferred onboarding of freshers, but have also left them in limbo without providing any definite joining.",https://timesofindia.indiatimes.com/business/india-business/onboarding-delays-by-it-cos-put-freshers-in-limbo/articleshow/110952274.cms,2024-06-12T23:53:38.000000Z,timesofindia.indiatimes.com,INDIAN_MARKET_GENERAL,,"Business news, onboarding delays, NITES, IT companies, Infosys, freshers",marketaux,infosys_wipro_it
bfac0583-122d-4dc3-ab9d-123bf82514c4,Indices: Stock market update: Nifty IT index advances 0.02%,The Nifty IT index closed 0.02 per cent  up  at 34531.45.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-advances-0-02/articleshow/110905386.cms,2024-06-11T11:31:28.000000Z,economictimes.indiatimes.com,YESBANK.NS|TCS.NS|COFORGE.NS|PANACHE.NS|HCLTECH.NS|IDEA.NS|INFY.NS|KAYA.NS|MPHASIS.NS|LTTS.NS|SANGINITA.NS|TECHM.NS|PERSISTENT.NS|RPOWER.NS|WIPRO.NS|NTL.NS|HCLTECH-BL.NS|YESBANK.BO|TCS.BO|ESSARSHPNG.BO|HCLTECH.BO|INFY.BO|KAYA.BO|WIPRO.BO|TECHM.BO|PERSISTENT.BO|RPOWER.BO|MPHASIS.BO|IDEA.BO|NTL.BO|COFORGE.BO|LTTS.BO,0.743,"Indices, Indices stocks, Indices news, Indices updates, stock market indices, Global market indices, nifty indices",marketaux,infosys_wipro_it
41515463-a776-4a6d-a93e-e9cc56ed4ec5,"ONGC seeks technical service provider to boost Mumbai High oil, gas output","In a tweet, ONGC said the service provider will have to carry out a comprehensive review of field performance and identify improvements in wells, reservoir including water injection, and facilities management.",https://www.livemint.com/companies/ongc-seeks-technical-service-provider-to-boost-mumbai-high-oil-gas-output-11717766054730.html,2024-06-07T15:00:35.000000Z,livemint.com,NTPC.BO,0.25,"ONGC, Mumbai High, reservoir, Centre, state, government, oil, gas",marketaux,indian_oil_gas
2d5e353e-8f2b-4f97-93e1-072ac0800208,"Sensex, Nifty end flat after volatile session ahead of US Fed, CPI data","The Indian benchmark equity indices, Sensex and Nifty50, concluded Tuesday's trading session with marginal movement, as investors awaited the Federal Reserve's policy decision and consumer price inflation data scheduled for Wednesday.",https://economictimes.indiatimes.com/markets/stocks/news/indian-markets-end-flat-after-volatile-session-ahead-of-us-fed-cpi-data/articleshow/110903265.cms,2024-06-11T10:26:35.000000Z,economictimes.indiatimes.com,KOTAKBANK.BO|TATAMTRDVR.BO|ITC.BO|TATAMOTORS.BO|NTPC.BO,0.3818,"sensex, nifty, bse, nse, stock market news, asian paints, reliance industries, ntpc, tata motors, sun pharma, itc, ongc, kotak mahindra bank, maruti",marketaux,indian_oil_gas
32377379-cbd5-4fb6-894a-8566564a214f,"Nifty, Sensex Extend Gains Led By L&T, ONGC, M&M: Midday Market Update","Indian benchmark stock indices rebounded after seesawing between positive and negative territory during morning trade on Tuesday, led by gains in Larsen & Toubro Ltd., Oil and Natural Gas Corp., and Mahindra & Mahindra Ltd.

As of 12:19 p.m., the NSE Nifty 50 was 75.50 points or 0.32% higher at 23,334.70, and the S&P BSE Sensex gained 178.78 points or 0.23% to trade at 76,668.86.",https://www.ndtvprofit.com/markets/stock-market-live-updates-today-nifty-50-sensex-trade-off-lows-as-lt-ongc-mm-lead,2024-06-11T07:50:39.000000Z,bloombergquint.com,LT.NS|LT.BO,0.5859,"NIFTY BANK, SENSEX, NIFTY 50, bqfree, India stock markets, Asia stock markets",marketaux,indian_oil_gas
6c3d94e1-a23f-41d4-8c9b-c101366a753a,"As Europe’s carbon tax hovers closer, India rushes steelmakers to go green","With just six months left for the European Union's carbon tax on steel and other imports to kick in, India is asking the country's steel producers to adopt carbon-capture technologies and replace coal with green hydrogen to fire their furnaces",https://www.livemint.com/industry/manufacturing/as-europe-s-carbon-tax-hovers-closer-india-pushes-steelmakers-to-go-green-in-a-hurry-11717758758153.html,2024-06-08T00:30:07.000000Z,livemint.com,TATASTEEL-BL.NS,0.247667,"carbon capture, carbon emissions, carbon tax, steel exports, steel producers, carbon footprint, carbon border adjustment mechanism, CBAM",marketaux,indian_steel_sector
ec455a8c-211a-4744-b06c-c16898dc7282,PSU banks still remain top bet in financial space: Rahul Shah,"I think the mood is very positive. Obviously, as you rightly said, a lot of people missed out last Tuesday when we saw the sell-off in the markets and obviously, so I think luckily most of them are still holding on to their positions and not sold it and they are just riding it.",https://economictimes.indiatimes.com/markets/expert-view/psu-banks-still-remain-top-bet-in-financial-space-rahul-shah/articleshow/110929746.cms,2024-06-12T05:43:33.000000Z,economictimes.indiatimes.com,AXISBANK-BL.NS,0.2023,"PSU banks, ultratech, icici bank, Rahul Shah, private sector banks, financial space, HNI clients, ICICI Bank, FMCG names, cement stocks, housing finance companies, jk lakshmi, grasim, pnb housing",marketaux,indian_cement_companies
e61c5749-9eea-4d73-a799-1f92f147da46,Share market update: Most active stocks of the day in terms of total traded value,The NSE Nifty index was trading 57.85 points  up  at 23348.0,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-total-traded-value/articleshow/110862264.cms,2024-06-10T04:54:32.000000Z,economictimes.indiatimes.com,ADANIPOWER.NS|CIPLA.NS|ULTRACEMCO.NS|POWERGRID.NS|GRASIM.NS|HCLTECH.NS|HERITGFOOD.NS|IDEA.NS|INFY.NS|NTPC.NS|MPHASIS.NS|NHPC.NS|TECHM.NS|WIPRO.NS|HCLTECH-BL.NS|ADANIPOWER.BO|CIPLA.BO|POWERGRID.BO|HCLTECH.BO|HERITGFOOD.BO|INFY.BO|WIPRO.BO|TECHM.BO|MPHASIS.BO|ULTRACEMCO.BO|IDEA.BO|NTPC.BO|NHPC.BO|ISTLTD.BO|GRASIM.BO,0.6124,"active stocks, most active stocks, active stocks today, Mphasis share price, Vodafone Idea share price, AmaraRaja Batteries share price, SBI share price, RIL share price",marketaux,indian_cement_companies
905491a4-c425-4cd2-96dd-aa46fcbfe33d,"Sensex, Nifty settle lower after hitting record highs","Benchmark equity indices Sensex and Nifty ended lower on Monday after hitting their all-time high levels in early trade amid selling in blue-chip IT stocks and HDFC Bank.

After breaching the 77,000-mark during the early trade, the 30-share BSE Sensex came under selling pressure at the fag-end of the session and ended 203.28 points or 0.27 per cent lower at 76,490.08.

During the day, the benchmark jumped 385.68 points or 0.50 per cent to hit a new record of 77,079.04.",https://www.rediff.com/business/report/sensex-nifty-settle-lower-after-hitting-record-highs/20240610.htm,2024-06-10T10:51:16.000000Z,rediff.com,AXISBANK.NS|BAJFINANCE.NS|HDFCBANK.NS|TCS.NS|ULTRACEMCO.NS|GEOJITFSL.NS|HCLTECH.NS|INFY.NS|TATASTEEL.NS|NTPC.NS|TECHM.NS|WIPRO.NS|AXISBANK-BL.NS|TATASTEEL-BL.NS|HCLTECH-BL.NS|AXISBANK.BO|HDFCBANK.BO|BAJFINANCE.BO|TCS.BO|HCLTECH.BO|INFY.BO|TATASTEEL.BO|WIPRO.BO|TECHM.BO|ULTRACEMCO.BO|NTPC.BO|GEOJITFSL.BO,0.5719,"Business news, business news India, India business news, Indian economy news, Indian financial news",marketaux,indian_cement_companies
8ba2f1b8-ff5d-438f-8db3-0bea42198de4,"RingCentral sees India as ‘destination of choice’ to grow business, eyes commercial deals: Sathesh Murthy, ET Telecom","RingCentral expects to formalise commercial deals this year with Indian customers for its cloud communications and collaboration solutions, according to him.",https://telecom.economictimes.indiatimes.com/news/enterprise-services/ringcentral-sees-india-as-destination-of-choice-to-grow-business-eyes-commercial-deals-sathesh-murthy/110900113,2024-06-11T09:02:20.000000Z,telecom.economictimes.indiatimes.com,INDIAN_MARKET_GENERAL,,"RingCentral, RingCentral India, Sathesh Murthy, Prime, Department of Telecommunications, telecom regulatory authority of india, telecom news, unified communications",marketaux,indian_telecom_airtel
940ef080-c948-4b94-8625-9b5b24334e2e,COAI Announces its Leadership for the Upcoming Year,"Abhijit Kishore, who was previously working as the COO of Vodafone Idea Limited, will be taking over as the Chairperson of COAI.",https://www.medianama.com/2024/06/223-coai-announces-new-leadership-2024-2025/,2024-06-12T10:16:07.000000Z,medianama.com,IDEA.NS|IDEA.BO,0,,marketaux,indian_telecom_airtel
bd9be4e9-2ccc-4918-bf42-e22493dddddf,"Sensex rallies for 5th day, hits a new record","India Business News: On Wednesday, the Sensex hit a new high of 77,338 while the Nifty closed at 23,516, facing volatility with profit booking. The banking sector showed r",https://timesofindia.indiatimes.com/business/india-business/sensex-rallies-for-5th-day-hits-a-new-record/articleshow/111123490.cms,2024-06-19T22:58:20.000000Z,timesofindia.indiatimes.com,AXISBANK-BL.NS|HCLTECH-BL.NS,0.6249,"Business news, volatility, trading session, Sensex rallies, record high, profit booking, Nifty, market activity, lifetime peak, closing high, banking stocks",marketaux,general_indian_market
064c10c1-4ba9-4834-9be5-2c5f884b2a1b,"Sebi Fines: Sebi fines RInfra, RPower & 5 others","India Business News: Sebi imposes penalties on seven entities including Reliance Infrastructure, Reliance Power, and Incredible Realcon for non-submission of no default statement to credit rating agencies.",https://timesofindia.indiatimes.com/business/india-business/sebi-fines-rinfra-rpower-5-others/articleshow/111122821.cms,2024-06-19T22:43:12.000000Z,timesofindia.indiatimes.com,CENTRALBK.NS|CENTRALBK.BO,-0.4404,"Business news, Sebi fines, RPower, RInfra, Incredible Realcon, Capital markets regulator",marketaux,general_indian_market
